rep	case	h2	env	ts	ts_magnitude
L98	C1	diff-0.3	env-0.0	p-0.70	
L99	C1	diff-0.3	env-0.0	p-0.70	
L100	C1	diff-0.3	env-0.0	p-0.70	
L1	C1	same-0.3	env-1.0	p-0.70	0.518916313731171
L2	C1	same-0.3	env-1.0	p-0.70	0.373958809828039
L3	C1	same-0.3	env-1.0	p-0.70	0.338928780378458
L4	C1	same-0.3	env-1.0	p-0.70	0.201786847083275
L5	C1	same-0.3	env-1.0	p-0.70	0.429496458573895
L6	C1	same-0.3	env-1.0	p-0.70	0.225591921746957
L7	C1	same-0.3	env-1.0	p-0.70	0.276572075300311
L8	C1	same-0.3	env-1.0	p-0.70	0.384887314592493
L9	C1	same-0.3	env-1.0	p-0.70	0.38277078494673
L10	C1	same-0.3	env-1.0	p-0.70	0.448376552169784
L11	C1	same-0.3	env-1.0	p-0.70	0.191298682348432
L12	C1	same-0.3	env-1.0	p-0.70	0.446194230084586
L13	C1	same-0.3	env-1.0	p-0.70	0.38267591882193
L14	C1	same-0.3	env-1.0	p-0.70	0.360396333485436
L15	C1	same-0.3	env-1.0	p-0.70	0.257155957233185
L16	C1	same-0.3	env-1.0	p-0.70	0.431275604188228
L17	C1	same-0.3	env-1.0	p-0.70	0.361412122291009
L18	C1	same-0.3	env-1.0	p-0.70	0.32450698469282
L19	C1	same-0.3	env-1.0	p-0.70	0.229014371086345
L20	C1	same-0.3	env-1.0	p-0.70	0.549785023504546
L21	C1	same-0.3	env-1.0	p-0.70	0.337124832223804
L22	C1	same-0.3	env-1.0	p-0.70	0.429757729872869
L23	C1	same-0.3	env-1.0	p-0.70	0.35765821747969
L24	C1	same-0.3	env-1.0	p-0.70	0.318142559338564
L25	C1	same-0.3	env-1.0	p-0.70	0.34675209177133
L26	C1	same-0.3	env-1.0	p-0.70	0.170181856496319
L27	C1	same-0.3	env-1.0	p-0.70	0.394573944717174
L28	C1	same-0.3	env-1.0	p-0.70	0.361888638249244
L29	C1	same-0.3	env-1.0	p-0.70	0.271449647130053
L30	C1	same-0.3	env-1.0	p-0.70	0.206036475803725
L31	C1	same-0.3	env-1.0	p-0.70	0.430843496351326
L32	C1	same-0.3	env-1.0	p-0.70	0.215957183593279
L33	C1	same-0.3	env-1.0	p-0.70	0.279328536249617
L34	C1	same-0.3	env-1.0	p-0.70	0.332447453581811
L35	C1	same-0.3	env-1.0	p-0.70	0.193843629785595
L36	C1	same-0.3	env-1.0	p-0.70	0.33722268427116
L37	C1	same-0.3	env-1.0	p-0.70	0.420221497511572
L38	C1	same-0.3	env-1.0	p-0.70	0.353385196721793
L39	C1	same-0.3	env-1.0	p-0.70	0.490941965907629
L40	C1	same-0.3	env-1.0	p-0.70	0.446774922692548
L41	C1	same-0.3	env-1.0	p-0.70	0.240930517109881
L42	C1	same-0.3	env-1.0	p-0.70	0.437190923154285
L43	C1	same-0.3	env-1.0	p-0.70	0.281032205760012
L44	C1	same-0.3	env-1.0	p-0.70	0.425872704285537
L45	C1	same-0.3	env-1.0	p-0.70	0.313344364336934
L46	C1	same-0.3	env-1.0	p-0.70	0.351372322531725
L47	C1	same-0.3	env-1.0	p-0.70	0.481897932576386
L48	C1	same-0.3	env-1.0	p-0.70	0.51931259476347
L49	C1	same-0.3	env-1.0	p-0.70	0.368622596778123
L50	C1	same-0.3	env-1.0	p-0.70	0.31893097226572
L51	C1	same-0.3	env-1.0	p-0.70	0.400595213797103
L52	C1	same-0.3	env-1.0	p-0.70	0.344137143302225
L53	C1	same-0.3	env-1.0	p-0.70	0.287341227868144
L54	C1	same-0.3	env-1.0	p-0.70	0.423645907252661
L55	C1	same-0.3	env-1.0	p-0.70	0.388576162611634
L56	C1	same-0.3	env-1.0	p-0.70	0.433772986128699
L57	C1	same-0.3	env-1.0	p-0.70	0.663063726590996
L58	C1	same-0.3	env-1.0	p-0.70	0.380799561735754
L59	C1	same-0.3	env-1.0	p-0.70	0.354893073334267
L60	C1	same-0.3	env-1.0	p-0.70	0.34534327261108
L61	C1	same-0.3	env-1.0	p-0.70	0.285557017670234
L62	C1	same-0.3	env-1.0	p-0.70	0.415685464677958
L63	C1	same-0.3	env-1.0	p-0.70	0.111433426692887
L64	C1	same-0.3	env-1.0	p-0.70	0.432099015398028
L65	C1	same-0.3	env-1.0	p-0.70	0.21383223403876
L66	C1	same-0.3	env-1.0	p-0.70	0.502873289146257
L67	C1	same-0.3	env-1.0	p-0.70	0.404079497732995
L68	C1	same-0.3	env-1.0	p-0.70	0.378167984351471
L69	C1	same-0.3	env-1.0	p-0.70	0.483412830556925
L70	C1	same-0.3	env-1.0	p-0.70	0.368093252624733
L71	C1	same-0.3	env-1.0	p-0.70	0.224747928328974
L72	C1	same-0.3	env-1.0	p-0.70	0.236625585901022
L73	C1	same-0.3	env-1.0	p-0.70	0.434063970326037
L74	C1	same-0.3	env-1.0	p-0.70	0.403705091747122
L75	C1	same-0.3	env-1.0	p-0.70	0.288443785740371
L76	C1	same-0.3	env-1.0	p-0.70	0.334898717614877
L77	C1	same-0.3	env-1.0	p-0.70	0.20575483261991
L78	C1	same-0.3	env-1.0	p-0.70	0.509384409070844
L79	C1	same-0.3	env-1.0	p-0.70	0.301218835337712
L80	C1	same-0.3	env-1.0	p-0.70	0.438741728606697
L81	C1	same-0.3	env-1.0	p-0.70	0.392839889342276
L82	C1	same-0.3	env-1.0	p-0.70	0.385345156094839
L83	C1	same-0.3	env-1.0	p-0.70	0.412077046132962
L84	C1	same-0.3	env-1.0	p-0.70	0.509204176956592
L85	C1	same-0.3	env-1.0	p-0.70	0.614573352341944
L86	C1	same-0.3	env-1.0	p-0.70	0.336513963860009
L87	C1	same-0.3	env-1.0	p-0.70	0.264746506615125
L88	C1	same-0.3	env-1.0	p-0.70	0.313133424362195
L89	C1	same-0.3	env-1.0	p-0.70	0.302072375801645
L90	C1	same-0.3	env-1.0	p-0.70	0.320986350208477
L91	C1	same-0.3	env-1.0	p-0.70	0.343586274984498
L92	C1	same-0.3	env-1.0	p-0.70	0.315743176622681
L93	C1	same-0.3	env-1.0	p-0.70	0.404315243801026
L94	C1	same-0.3	env-1.0	p-0.70	0.481301465925919
L95	C1	same-0.3	env-1.0	p-0.70	0.453003537937767
L96	C1	same-0.3	env-1.0	p-0.70	0.244414359650349
L97	C1	same-0.3	env-1.0	p-0.70	0.458289681399407
L98	C1	same-0.3	env-1.0	p-0.70	0.495990782362225
L99	C1	same-0.3	env-1.0	p-0.70	0.521965751028391
L100	C1	same-0.3	env-1.0	p-0.70	0.294117195625755
L1	C1	diff-0.3	env-1.0	p-0.70	-0.319416398075469
L2	C1	diff-0.3	env-1.0	p-0.70	-0.481729511521186
L3	C1	diff-0.3	env-1.0	p-0.70	-0.38455849037565
L4	C1	diff-0.3	env-1.0	p-0.70	-0.287007317184169
L5	C1	diff-0.3	env-1.0	p-0.70	-0.437831452221247
L6	C1	diff-0.3	env-1.0	p-0.70	-0.315197991425345
L7	C1	diff-0.3	env-1.0	p-0.70	-0.406802582093666
L8	C1	diff-0.3	env-1.0	p-0.70	-0.2189771037371
L9	C1	diff-0.3	env-1.0	p-0.70	-0.352140694021456
L10	C1	diff-0.3	env-1.0	p-0.70	-0.369066206195584
L11	C1	diff-0.3	env-1.0	p-0.70	-0.140588346547882
L12	C1	diff-0.3	env-1.0	p-0.70	-0.389174509760514
L13	C1	diff-0.3	env-1.0	p-0.70	-0.349807916316227
L14	C1	diff-0.3	env-1.0	p-0.70	-0.475159190530084
L15	C1	diff-0.3	env-1.0	p-0.70	-0.307555408637215
L16	C1	diff-0.3	env-1.0	p-0.70	-0.0860115377411276
L17	C1	diff-0.3	env-1.0	p-0.70	-0.336689863875281
L18	C1	diff-0.3	env-1.0	p-0.70	-0.251230043185683
L19	C1	diff-0.3	env-1.0	p-0.70	-0.544564837607033
L20	C1	diff-0.3	env-1.0	p-0.70	-0.677847084151422
L21	C1	diff-0.3	env-1.0	p-0.70	-0.358241032932077
L22	C1	diff-0.3	env-1.0	p-0.70	-0.390306237070816
L23	C1	diff-0.3	env-1.0	p-0.70	-0.226000006595927
L24	C1	diff-0.3	env-1.0	p-0.70	-0.352646681074598
L25	C1	diff-0.3	env-1.0	p-0.70	-0.302171212042655
L26	C1	diff-0.3	env-1.0	p-0.70	-0.323518808326381
L27	C1	diff-0.3	env-1.0	p-0.70	-0.577955249033794
L28	C1	diff-0.3	env-1.0	p-0.70	-0.482857767417197
L29	C1	diff-0.3	env-1.0	p-0.70	-0.276290454092739
L30	C1	diff-0.3	env-1.0	p-0.70	-0.393645256105881
L31	C1	diff-0.3	env-1.0	p-0.70	-0.211026786324804
L32	C1	diff-0.3	env-1.0	p-0.70	-0.541704192916994
L33	C1	diff-0.3	env-1.0	p-0.70	-0.486779216761003
L34	C1	diff-0.3	env-1.0	p-0.70	-0.354062399324009
L35	C1	diff-0.3	env-1.0	p-0.70	-0.269231284335156
L36	C1	diff-0.3	env-1.0	p-0.70	-0.361939573272195
L37	C1	diff-0.3	env-1.0	p-0.70	-0.275312519897251
L38	C1	diff-0.3	env-1.0	p-0.70	-0.564370486346458
L39	C1	diff-0.3	env-1.0	p-0.70	-0.401141561123003
L40	C1	diff-0.3	env-1.0	p-0.70	-0.224378235359295
L41	C1	diff-0.3	env-1.0	p-0.70	-0.467654974812034
L42	C1	diff-0.3	env-1.0	p-0.70	-0.267626469237861
L43	C1	diff-0.3	env-1.0	p-0.70	-0.237950267385165
L44	C1	diff-0.3	env-1.0	p-0.70	-0.364821679534477
L45	C1	diff-0.3	env-1.0	p-0.70	-0.264203823859709
L46	C1	diff-0.3	env-1.0	p-0.70	-0.165304885882253
L47	C1	diff-0.3	env-1.0	p-0.70	-0.417715175152037
L48	C1	diff-0.3	env-1.0	p-0.70	-0.305360643437233
L49	C1	diff-0.3	env-1.0	p-0.70	-0.364215561798854
L50	C1	diff-0.3	env-1.0	p-0.70	-0.400937566877585
L51	C1	diff-0.3	env-1.0	p-0.70	-0.446469080906426
L52	C1	diff-0.3	env-1.0	p-0.70	-0.310420502949601
L53	C1	diff-0.3	env-1.0	p-0.70	-0.282397666939233
L54	C1	diff-0.3	env-1.0	p-0.70	-0.191340529986951
L55	C1	diff-0.3	env-1.0	p-0.70	-0.311445083659108
L56	C1	diff-0.3	env-1.0	p-0.70	-0.472215810582893
L57	C1	diff-0.3	env-1.0	p-0.70	-0.321971191746054
L58	C1	diff-0.3	env-1.0	p-0.70	-0.286005589377031
L59	C1	diff-0.3	env-1.0	p-0.70	-0.533318319277229
L60	C1	diff-0.3	env-1.0	p-0.70	-0.441049033504358
L61	C1	diff-0.3	env-1.0	p-0.70	-0.255670535803791
L62	C1	diff-0.3	env-1.0	p-0.70	-0.337822762922816
L63	C1	diff-0.3	env-1.0	p-0.70	-0.500701853483934
L64	C1	diff-0.3	env-1.0	p-0.70	-0.442992707983189
L65	C1	diff-0.3	env-1.0	p-0.70	-0.327994988507426
L66	C1	diff-0.3	env-1.0	p-0.70	-0.358513773719383
L67	C1	diff-0.3	env-1.0	p-0.70	-0.452706020023021
L68	C1	diff-0.3	env-1.0	p-0.70	-0.362953633623748
L69	C1	diff-0.3	env-1.0	p-0.70	-0.340836533603435
L70	C1	diff-0.3	env-1.0	p-0.70	-0.500762369032104
L71	C1	diff-0.3	env-1.0	p-0.70	-0.525766491965116
L72	C1	diff-0.3	env-1.0	p-0.70	-0.434913365508964
L73	C1	diff-0.3	env-1.0	p-0.70	-0.305980290764494
L74	C1	diff-0.3	env-1.0	p-0.70	-0.201840924736401
L75	C1	diff-0.3	env-1.0	p-0.70	-0.368376560928334
L76	C1	diff-0.3	env-1.0	p-0.70	-0.407149367464913
L77	C1	diff-0.3	env-1.0	p-0.70	-0.203085729405605
L78	C1	diff-0.3	env-1.0	p-0.70	-0.45544358514741
L79	C1	diff-0.3	env-1.0	p-0.70	-0.305644642363328
L80	C1	diff-0.3	env-1.0	p-0.70	-0.282030147607506
L81	C1	diff-0.3	env-1.0	p-0.70	-0.445828384284268
L82	C1	diff-0.3	env-1.0	p-0.70	-0.305014185388429
L83	C1	diff-0.3	env-1.0	p-0.70	-0.391638361757699
L84	C1	diff-0.3	env-1.0	p-0.70	-0.421038575938411
L85	C1	diff-0.3	env-1.0	p-0.70	-0.276273491934314
L86	C1	diff-0.3	env-1.0	p-0.70	-0.370850908201622
L87	C1	diff-0.3	env-1.0	p-0.70	-0.558131173657326
L88	C1	diff-0.3	env-1.0	p-0.70	-0.419719407164884
L89	C1	diff-0.3	env-1.0	p-0.70	-0.533326031371187
L90	C1	diff-0.3	env-1.0	p-0.70	-0.381446291605737
L91	C1	diff-0.3	env-1.0	p-0.70	-0.468732435943937
L92	C1	diff-0.3	env-1.0	p-0.70	-0.57501087002492
L93	C1	diff-0.3	env-1.0	p-0.70	-0.34277893851447
L94	C1	diff-0.3	env-1.0	p-0.70	-0.363803527164016
L95	C1	diff-0.3	env-1.0	p-0.70	-0.517710308290367
L96	C1	diff-0.3	env-1.0	p-0.70	-0.403771963280191
L97	C1	diff-0.3	env-1.0	p-0.70	-0.544490331136874
L98	C1	diff-0.3	env-1.0	p-0.70	-0.104251535388774
L99	C1	diff-0.3	env-1.0	p-0.70	-0.397315398012927
L100	C1	diff-0.3	env-1.0	p-0.70	-0.310280046036612
