#FID,IID,V2
tsk_243,tsk_243,-0.0499317
tsk_244,tsk_244,-0.0426567
tsk_245,tsk_245,-0.0587897
tsk_246,tsk_246,0.0795909
tsk_247,tsk_247,-0.0426567
tsk_248,tsk_248,-0.0426567
tsk_249,tsk_249,0.100479
tsk_250,tsk_250,0.0774484
tsk_251,tsk_251,0.117975
tsk_252,tsk_252,0.117975
tsk_253,tsk_253,0.117975
tsk_254,tsk_254,-0.0405861
tsk_255,tsk_255,-0.0405861
tsk_256,tsk_256,0.0238778
tsk_257,tsk_257,0.142095
tsk_258,tsk_258,0.220539
tsk_259,tsk_259,0.0273882
tsk_260,tsk_260,0.0273882
tsk_261,tsk_261,0.24721
tsk_262,tsk_262,-0.234536
tsk_263,tsk_263,0.0482886
tsk_264,tsk_264,-0.0551336
tsk_265,tsk_265,0.0250854
tsk_266,tsk_266,0.0266305
tsk_267,tsk_267,-0.0976134
tsk_268,tsk_268,-0.0976134
tsk_269,tsk_269,-0.0976134
tsk_270,tsk_270,0.0559804
tsk_271,tsk_271,-0.142123
tsk_272,tsk_272,0.0357642
tsk_273,tsk_273,0.0436123
tsk_274,tsk_274,-0.136615
tsk_275,tsk_275,0.0705925
tsk_276,tsk_276,-0.163771
tsk_277,tsk_277,0.0400162
tsk_278,tsk_278,0.0983911
tsk_279,tsk_279,0.0694313
tsk_280,tsk_280,0.0694313
tsk_281,tsk_281,0.0254385
tsk_282,tsk_282,-0.193108
tsk_283,tsk_283,0.0814947
tsk_284,tsk_284,-0.0356232
tsk_285,tsk_285,0.0814947
tsk_286,tsk_286,0.0839264
tsk_287,tsk_287,0.078907
tsk_288,tsk_288,0.0814947
tsk_289,tsk_289,-0.193108
tsk_290,tsk_290,0.000348526
tsk_291,tsk_291,0.122438
tsk_292,tsk_292,0.182427
tsk_293,tsk_293,0.000348526
tsk_294,tsk_294,-0.00713964
tsk_295,tsk_295,-0.0554274
tsk_296,tsk_296,-0.023826
tsk_297,tsk_297,0.0945827
tsk_298,tsk_298,0.0117714
tsk_299,tsk_299,-0.0572738
tsk_0,tsk_0,-0.086959
tsk_1,tsk_1,0.212446
tsk_2,tsk_2,0.0403104
tsk_3,tsk_3,0.0509325
tsk_4,tsk_4,0.212446
tsk_5,tsk_5,0.0341692
tsk_6,tsk_6,0.0282986
tsk_7,tsk_7,-0.0384946
tsk_8,tsk_8,-0.177736
tsk_9,tsk_9,0.0789415
tsk_10,tsk_10,0.130006
tsk_11,tsk_11,-0.0952007
tsk_12,tsk_12,-0.0952007
tsk_13,tsk_13,0.239749
tsk_14,tsk_14,-0.0229221
tsk_15,tsk_15,0.0372036
tsk_16,tsk_16,0.0625842
tsk_17,tsk_17,-0.0668227
tsk_18,tsk_18,-0.0796296
tsk_19,tsk_19,-0.278682
tsk_20,tsk_20,0.0742442
tsk_21,tsk_21,0.0256375
tsk_22,tsk_22,-0.0478486
tsk_23,tsk_23,0.034551
tsk_24,tsk_24,-0.0202978
tsk_25,tsk_25,0.246617
tsk_26,tsk_26,-0.28252
tsk_27,tsk_27,-0.0378889
tsk_28,tsk_28,-0.0992988
tsk_29,tsk_29,-0.270176
tsk_30,tsk_30,0.13604
tsk_31,tsk_31,0.263451
tsk_32,tsk_32,-0.0464861
tsk_33,tsk_33,0.242399
tsk_34,tsk_34,-0.0179767
tsk_35,tsk_35,-0.0179767
tsk_36,tsk_36,0.0465792
tsk_37,tsk_37,-0.0941574
tsk_38,tsk_38,0.20037
tsk_39,tsk_39,0.177672
tsk_40,tsk_40,-0.177986
tsk_41,tsk_41,-0.0394649
tsk_42,tsk_42,0.4496
tsk_43,tsk_43,-0.0489682
tsk_44,tsk_44,-0.0230676
tsk_45,tsk_45,0.258575
tsk_46,tsk_46,-0.0575785
tsk_47,tsk_47,0.00502999
tsk_48,tsk_48,0.258575
tsk_49,tsk_49,-0.0966405
tsk_50,tsk_50,-0.0791994
tsk_51,tsk_51,-0.0624902
tsk_52,tsk_52,-0.0146385
tsk_53,tsk_53,-0.0146385
tsk_54,tsk_54,-0.0473111
tsk_55,tsk_55,0.0766904
tsk_56,tsk_56,-0.665778
tsk_57,tsk_57,0.0766904
tsk_58,tsk_58,-0.0597458
tsk_59,tsk_59,-0.0694122
tsk_60,tsk_60,-0.0694122
tsk_61,tsk_61,-0.0127128
tsk_62,tsk_62,-0.0694122
tsk_63,tsk_63,0.576112
tsk_64,tsk_64,0.237959
tsk_65,tsk_65,-0.0957964
tsk_66,tsk_66,-0.0957964
tsk_67,tsk_67,-0.075358
tsk_68,tsk_68,-0.0489222
tsk_69,tsk_69,-0.0691091
tsk_70,tsk_70,0.00594592
tsk_71,tsk_71,-0.520956
tsk_72,tsk_72,0.00594592
tsk_73,tsk_73,0.162931
tsk_74,tsk_74,-0.0139995
tsk_75,tsk_75,-0.142012
tsk_76,tsk_76,-0.0504704
tsk_77,tsk_77,-0.275215
tsk_78,tsk_78,-0.0139995
tsk_79,tsk_79,-0.00288346
tsk_80,tsk_80,0.0271652
tsk_81,tsk_81,-0.00288346
tsk_82,tsk_82,0.513101
tsk_83,tsk_83,-0.0189732
tsk_84,tsk_84,-0.0504704
tsk_85,tsk_85,0.0455437
tsk_86,tsk_86,-0.0564547
tsk_87,tsk_87,-0.131365
tsk_88,tsk_88,0.0423663
tsk_89,tsk_89,0.329984
tsk_90,tsk_90,0.0423663
tsk_91,tsk_91,0.0802692
tsk_92,tsk_92,0.0561547
tsk_93,tsk_93,0.0377706
tsk_94,tsk_94,0.043352
tsk_95,tsk_95,-0.0569947
tsk_96,tsk_96,-0.0899764
tsk_97,tsk_97,0.615742
tsk_98,tsk_98,0.0209199
tsk_99,tsk_99,-0.0310555
tsk_200,tsk_200,-0.0310555
tsk_201,tsk_201,-0.0310555
tsk_202,tsk_202,-0.12454
tsk_203,tsk_203,-0.276245
tsk_204,tsk_204,-0.143218
tsk_205,tsk_205,0.0616661
tsk_206,tsk_206,-0.0655957
tsk_207,tsk_207,-0.0655957
tsk_208,tsk_208,0.0557847
tsk_209,tsk_209,-0.0803748
tsk_210,tsk_210,-0.0523162
tsk_211,tsk_211,-0.022608
tsk_212,tsk_212,-0.134135
tsk_213,tsk_213,-0.0405042
tsk_214,tsk_214,-0.022608
tsk_215,tsk_215,-0.134135
tsk_216,tsk_216,-0.0405042
tsk_217,tsk_217,-0.0405042
tsk_218,tsk_218,-0.134135
tsk_219,tsk_219,0.0422219
tsk_220,tsk_220,0.0353217
tsk_221,tsk_221,0.239532
tsk_222,tsk_222,-0.134135
tsk_223,tsk_223,0.0478406
tsk_224,tsk_224,-0.0707895
tsk_225,tsk_225,0.00163797
tsk_226,tsk_226,0.615742
tsk_227,tsk_227,-0.0582563
tsk_228,tsk_228,-0.0491976
tsk_229,tsk_229,-0.0767759
tsk_230,tsk_230,-0.0612956
tsk_231,tsk_231,0.239532
tsk_232,tsk_232,0.0633651
tsk_233,tsk_233,-0.032985
tsk_234,tsk_234,-0.0462825
tsk_235,tsk_235,0.0399485
tsk_236,tsk_236,-0.089162
tsk_237,tsk_237,-0.0600781
tsk_238,tsk_238,0.014871
tsk_239,tsk_239,0.310596
tsk_240,tsk_240,-0.0797161
tsk_241,tsk_241,-0.0121901
tsk_242,tsk_242,0.11149
tsk_243,tsk_243,0.00224467
tsk_244,tsk_244,0.00504405
tsk_245,tsk_245,-0.296463
tsk_246,tsk_246,-0.00811026
tsk_247,tsk_247,-0.0352041
tsk_248,tsk_248,-0.016118
tsk_249,tsk_249,0.0108797
tsk_250,tsk_250,-0.0568936
tsk_251,tsk_251,-0.0121322
tsk_252,tsk_252,-0.0121322
tsk_253,tsk_253,-0.0444935
tsk_254,tsk_254,-0.0444935
tsk_255,tsk_255,0.310596
tsk_256,tsk_256,0.239532
tsk_257,tsk_257,0.310596
tsk_258,tsk_258,-0.0854324
tsk_259,tsk_259,-0.0201989
tsk_260,tsk_260,-0.167272
tsk_261,tsk_261,0.00975585
tsk_262,tsk_262,0.182996
tsk_263,tsk_263,0.0702466
tsk_264,tsk_264,0.0813785
tsk_265,tsk_265,0.0223683
tsk_266,tsk_266,0.270743
tsk_267,tsk_267,0.0813785
tsk_268,tsk_268,-0.281418
tsk_269,tsk_269,0.0591949
tsk_270,tsk_270,0.0591949
tsk_271,tsk_271,-0.0872457
tsk_272,tsk_272,0.249005
tsk_273,tsk_273,-0.0872457
tsk_274,tsk_274,0.0553484
tsk_275,tsk_275,0.0553484
tsk_276,tsk_276,0.197969
tsk_277,tsk_277,0.197969
tsk_278,tsk_278,0.197969
tsk_279,tsk_279,-0.275758
tsk_280,tsk_280,-0.218204
tsk_281,tsk_281,-0.249007
tsk_282,tsk_282,-0.282996
tsk_283,tsk_283,0.01727
tsk_284,tsk_284,-0.249007
tsk_285,tsk_285,-0.0410254
tsk_286,tsk_286,-0.249007
tsk_287,tsk_287,0.154913
tsk_288,tsk_288,-0.177039
tsk_289,tsk_289,-0.0673268
tsk_290,tsk_290,-0.177039
tsk_291,tsk_291,-0.276027
tsk_292,tsk_292,0.0865625
tsk_293,tsk_293,-0.195143
tsk_294,tsk_294,-0.195143
tsk_295,tsk_295,-0.195143
tsk_296,tsk_296,-0.425769
tsk_297,tsk_297,-0.408975
tsk_298,tsk_298,-0.408975
tsk_299,tsk_299,-0.01982
tsk_0,tsk_0,0.116886
tsk_1,tsk_1,-0.01982
tsk_2,tsk_2,-0.0419954
tsk_3,tsk_3,-0.0996412
tsk_4,tsk_4,-0.509008
tsk_5,tsk_5,-0.0330626
tsk_6,tsk_6,-0.455219
tsk_7,tsk_7,-0.137548
tsk_8,tsk_8,0.171514
tsk_9,tsk_9,-0.0278026
tsk_10,tsk_10,0.0458401
tsk_11,tsk_11,-0.228242
tsk_12,tsk_12,0.204228
tsk_13,tsk_13,0.00665393
tsk_14,tsk_14,0.615742
tsk_15,tsk_15,0.371422
tsk_16,tsk_16,0.222029
tsk_17,tsk_17,0.148371
tsk_18,tsk_18,-0.109027
tsk_19,tsk_19,0.0194604
tsk_20,tsk_20,0.148371
tsk_21,tsk_21,0.0921567
tsk_22,tsk_22,-0.0635383
tsk_23,tsk_23,-0.00976903
tsk_24,tsk_24,0.186315
tsk_25,tsk_25,-0.0949496
tsk_26,tsk_26,-0.105437
tsk_27,tsk_27,0.0921567
tsk_28,tsk_28,-0.130899
tsk_29,tsk_29,-0.218063
tsk_30,tsk_30,-0.101222
tsk_31,tsk_31,-0.101222
tsk_32,tsk_32,-0.101222
tsk_33,tsk_33,0.269047
tsk_34,tsk_34,0.0962089
tsk_35,tsk_35,-0.230883
tsk_36,tsk_36,0.419457
tsk_37,tsk_37,0.214411
tsk_38,tsk_38,-0.224131
tsk_39,tsk_39,-0.10934
tsk_40,tsk_40,0.0775772
tsk_41,tsk_41,0.0859589
tsk_42,tsk_42,0.197274
tsk_43,tsk_43,0.026193
tsk_44,tsk_44,-0.251818
tsk_45,tsk_45,0.0105086
tsk_46,tsk_46,-0.220685
tsk_47,tsk_47,0.361756
tsk_48,tsk_48,-0.380088
tsk_49,tsk_49,-0.220508
tsk_50,tsk_50,0.0612936
tsk_51,tsk_51,-0.329978
tsk_52,tsk_52,0.162667
tsk_53,tsk_53,-0.326026
tsk_54,tsk_54,0.126158
tsk_55,tsk_55,0.376786
tsk_56,tsk_56,0.376786
tsk_57,tsk_57,-0.0853961
tsk_58,tsk_58,-0.114053
tsk_59,tsk_59,-0.0266516
tsk_60,tsk_60,-0.0266516
tsk_61,tsk_61,-0.09274
tsk_62,tsk_62,-0.0456196
tsk_63,tsk_63,-0.147201
tsk_64,tsk_64,-0.104903
tsk_65,tsk_65,0.125224
tsk_66,tsk_66,-0.108523
tsk_67,tsk_67,-0.0269705
tsk_68,tsk_68,-0.0564742
tsk_69,tsk_69,-0.190687
tsk_70,tsk_70,-0.0333996
tsk_71,tsk_71,-0.0564742
tsk_72,tsk_72,1.15701
tsk_73,tsk_73,0.0695302
tsk_74,tsk_74,0.0238849
tsk_75,tsk_75,-0.108523
tsk_76,tsk_76,0.203037
tsk_77,tsk_77,0.00746978
tsk_78,tsk_78,0.205118
tsk_79,tsk_79,-0.172798
tsk_80,tsk_80,-0.201635
tsk_81,tsk_81,0.0695302
tsk_82,tsk_82,-0.0897515
tsk_83,tsk_83,-0.0131957
tsk_84,tsk_84,0.0695302
tsk_85,tsk_85,-0.254175
tsk_86,tsk_86,0.130356
tsk_87,tsk_87,0.115846
tsk_88,tsk_88,0.165926
tsk_89,tsk_89,0.135006
tsk_90,tsk_90,0.0227262
tsk_91,tsk_91,-0.155463
tsk_92,tsk_92,0.295716
tsk_93,tsk_93,0.216697
tsk_94,tsk_94,-0.166812
tsk_95,tsk_95,-0.222186
tsk_96,tsk_96,0.0434093
tsk_97,tsk_97,0.0149255
tsk_98,tsk_98,-0.509403
tsk_99,tsk_99,-0.193399
tsk_200,tsk_200,-0.509403
tsk_201,tsk_201,-0.509403
tsk_202,tsk_202,-0.116674
tsk_203,tsk_203,-0.214852
tsk_204,tsk_204,-0.024918
tsk_205,tsk_205,-0.227809
tsk_206,tsk_206,-0.509403
tsk_207,tsk_207,-0.316573
tsk_208,tsk_208,-0.316573
tsk_209,tsk_209,-0.316573
tsk_210,tsk_210,0.202686
tsk_211,tsk_211,0.0858585
tsk_212,tsk_212,-0.339476
tsk_213,tsk_213,-0.339476
tsk_214,tsk_214,-0.509403
tsk_215,tsk_215,0.149344
tsk_216,tsk_216,-0.0580249
tsk_217,tsk_217,-0.0580249
tsk_218,tsk_218,-0.0501434
tsk_219,tsk_219,0.0938758
tsk_220,tsk_220,0.148399
tsk_221,tsk_221,-0.334049
tsk_222,tsk_222,-0.0302477
tsk_223,tsk_223,-0.0675443
tsk_224,tsk_224,0.395415
tsk_225,tsk_225,0.14302
tsk_226,tsk_226,0.0770802
tsk_227,tsk_227,-0.269855
tsk_228,tsk_228,-0.151359
tsk_229,tsk_229,-0.299206
tsk_230,tsk_230,0.208848
tsk_231,tsk_231,-0.0527356
tsk_232,tsk_232,-0.299206
tsk_233,tsk_233,0.237712
tsk_234,tsk_234,-0.0139327
tsk_235,tsk_235,0.0061903
tsk_236,tsk_236,0.0061903
tsk_237,tsk_237,0.0643985
tsk_238,tsk_238,0.0882699
tsk_239,tsk_239,-0.235419
tsk_240,tsk_240,0.142856
tsk_241,tsk_241,0.0882699
tsk_242,tsk_242,-0.0536651
tsk_243,tsk_243,-0.235419
tsk_244,tsk_244,-0.0536651
tsk_245,tsk_245,-0.0342106
tsk_246,tsk_246,-0.0331194
tsk_247,tsk_247,0.0722711
tsk_248,tsk_248,-0.00303342
tsk_249,tsk_249,-0.0500313
tsk_250,tsk_250,-0.0368318
tsk_251,tsk_251,-0.0368318
tsk_252,tsk_252,-0.0368318
tsk_253,tsk_253,0.017591
tsk_254,tsk_254,-0.00890058
tsk_255,tsk_255,-0.00890058
tsk_256,tsk_256,-0.0316635
tsk_257,tsk_257,-0.00890058
tsk_258,tsk_258,-0.00890058
tsk_259,tsk_259,-0.00890058
tsk_260,tsk_260,-0.173467
tsk_261,tsk_261,0.0551594
tsk_262,tsk_262,0.357275
tsk_263,tsk_263,0.0591565
tsk_264,tsk_264,0.0591565
tsk_265,tsk_265,0.0591565
tsk_266,tsk_266,0.112896
tsk_267,tsk_267,0.0591565
tsk_268,tsk_268,-0.0853622
tsk_269,tsk_269,0.104705
tsk_270,tsk_270,-0.0791588
tsk_271,tsk_271,0.087127
tsk_272,tsk_272,-0.0440574
tsk_273,tsk_273,0.087127
tsk_274,tsk_274,-0.0284125
tsk_275,tsk_275,-0.0843793
tsk_276,tsk_276,-0.260164
tsk_277,tsk_277,-0.0440348
tsk_278,tsk_278,0.16595
tsk_279,tsk_279,0.415321
tsk_280,tsk_280,-0.310214
tsk_281,tsk_281,0.0562314
tsk_282,tsk_282,-0.313542
tsk_283,tsk_283,0.103845
tsk_284,tsk_284,0.103845
tsk_285,tsk_285,-0.313542
tsk_286,tsk_286,-0.00267285
tsk_287,tsk_287,0.12353
tsk_288,tsk_288,0.12353
tsk_289,tsk_289,0.311134
tsk_290,tsk_290,0.0952069
tsk_291,tsk_291,-0.154973
tsk_292,tsk_292,-0.0822234
tsk_293,tsk_293,-0.0272831
tsk_294,tsk_294,-0.0272831
tsk_295,tsk_295,0.247178
tsk_296,tsk_296,0.0161461
tsk_297,tsk_297,-0.0064074
tsk_298,tsk_298,-0.102304
tsk_299,tsk_299,-0.102304
tsk_0,tsk_0,-0.0478432
tsk_1,tsk_1,0.13369
tsk_2,tsk_2,-0.0704258
tsk_3,tsk_3,-0.116005
tsk_4,tsk_4,-0.0983296
tsk_5,tsk_5,-0.0983296
tsk_6,tsk_6,-0.0860865
tsk_7,tsk_7,-0.0983296
tsk_8,tsk_8,-0.0983296
tsk_9,tsk_9,-0.0983296
tsk_10,tsk_10,0.253343
tsk_11,tsk_11,-0.0983296
tsk_12,tsk_12,-0.105197
tsk_13,tsk_13,-0.105197
tsk_14,tsk_14,0.338398
tsk_15,tsk_15,-0.112848
tsk_16,tsk_16,0.143416
tsk_17,tsk_17,-0.112848
tsk_18,tsk_18,0.13369
tsk_19,tsk_19,-0.0977781
tsk_20,tsk_20,-0.075816
tsk_21,tsk_21,-0.0658188
tsk_22,tsk_22,0.293457
tsk_23,tsk_23,-0.00454264
tsk_24,tsk_24,-0.114959
tsk_25,tsk_25,0.318097
tsk_26,tsk_26,-0.0338702
tsk_27,tsk_27,-0.137855
tsk_28,tsk_28,-0.036493
tsk_29,tsk_29,0.0248889
tsk_30,tsk_30,-0.0769048
tsk_31,tsk_31,-0.0643762
tsk_32,tsk_32,-0.0210007
tsk_33,tsk_33,0.118662
tsk_34,tsk_34,0.0896337
tsk_35,tsk_35,-0.0974526
tsk_36,tsk_36,-0.0974526
tsk_37,tsk_37,-0.0780325
tsk_38,tsk_38,0.155472
tsk_39,tsk_39,0.0461399
tsk_40,tsk_40,-0.156316
tsk_41,tsk_41,0.178649
tsk_42,tsk_42,0.0561592
tsk_43,tsk_43,0.0428431
tsk_44,tsk_44,0.143865
tsk_45,tsk_45,-0.156316
tsk_46,tsk_46,0.0600875
tsk_47,tsk_47,0.155546
tsk_48,tsk_48,0.0835192
tsk_49,tsk_49,0.0221877
tsk_50,tsk_50,-0.0760962
tsk_51,tsk_51,0.0223783
tsk_52,tsk_52,0.0896337
tsk_53,tsk_53,-0.124581
tsk_54,tsk_54,0.23186
tsk_55,tsk_55,0.000899019
tsk_56,tsk_56,0.51269
tsk_57,tsk_57,-0.00174816
tsk_58,tsk_58,0.0127296
tsk_59,tsk_59,-0.0598763
tsk_60,tsk_60,-0.168028
tsk_61,tsk_61,-0.168028
tsk_62,tsk_62,-0.168028
tsk_63,tsk_63,-0.172007
tsk_64,tsk_64,0.0145501
tsk_65,tsk_65,-0.172007
tsk_66,tsk_66,0.239292
tsk_67,tsk_67,-0.171883
tsk_68,tsk_68,-0.171883
tsk_69,tsk_69,0.327464
tsk_70,tsk_70,0.0691222
tsk_71,tsk_71,0.14231
tsk_72,tsk_72,0.0378957
tsk_73,tsk_73,0.0378957
tsk_74,tsk_74,0.0378957
tsk_75,tsk_75,0.132002
tsk_76,tsk_76,0.0505185
tsk_77,tsk_77,-0.412576
tsk_78,tsk_78,-0.128414
tsk_79,tsk_79,-1.01431
tsk_80,tsk_80,0.0653237
tsk_81,tsk_81,0.150398
tsk_82,tsk_82,0.0819625
tsk_83,tsk_83,0.439241
tsk_84,tsk_84,-0.139014
tsk_85,tsk_85,0.170426
tsk_86,tsk_86,-0.291861
tsk_87,tsk_87,-0.0354855
tsk_88,tsk_88,-0.235232
tsk_89,tsk_89,-0.0354855
tsk_90,tsk_90,-0.0354855
tsk_91,tsk_91,0.136941
tsk_92,tsk_92,0.135542
tsk_93,tsk_93,0.0819747
tsk_94,tsk_94,-0.104964
tsk_95,tsk_95,-0.122023
tsk_96,tsk_96,0.128728
tsk_97,tsk_97,0.0303491
tsk_98,tsk_98,0.056266
tsk_99,tsk_99,0.0613722
tsk_200,tsk_200,-0.00485979
tsk_201,tsk_201,0.0473695
tsk_202,tsk_202,0.0374863
tsk_203,tsk_203,-0.0720774
tsk_204,tsk_204,0.0529957
tsk_205,tsk_205,0.0529957
tsk_206,tsk_206,0.069004
tsk_207,tsk_207,0.0684821
tsk_208,tsk_208,0.0684821
tsk_209,tsk_209,-0.0487677
tsk_210,tsk_210,0.330585
tsk_211,tsk_211,0.104288
tsk_212,tsk_212,0.0687687
tsk_213,tsk_213,0.0593092
tsk_214,tsk_214,0.0593092
tsk_215,tsk_215,0.00175188
tsk_216,tsk_216,0.104288
tsk_217,tsk_217,-0.0513521
tsk_218,tsk_218,0.155995
tsk_219,tsk_219,-0.0769024
tsk_220,tsk_220,-0.00299962
tsk_221,tsk_221,-0.00299962
tsk_222,tsk_222,-0.219313
tsk_223,tsk_223,0.113795
tsk_224,tsk_224,0.117591
tsk_225,tsk_225,-0.197831
tsk_226,tsk_226,0.117591
tsk_227,tsk_227,0.153598
tsk_228,tsk_228,-0.0966328
tsk_229,tsk_229,0.117591
tsk_230,tsk_230,0.0775404
tsk_231,tsk_231,-0.134273
tsk_232,tsk_232,-0.067241
tsk_233,tsk_233,-0.0617851
tsk_234,tsk_234,-0.0582273
tsk_235,tsk_235,-0.084585
tsk_236,tsk_236,0.0971596
tsk_237,tsk_237,0.0611828
tsk_238,tsk_238,0.0292924
tsk_239,tsk_239,0.113035
tsk_240,tsk_240,-0.161411
tsk_241,tsk_241,0.0879874
tsk_242,tsk_242,-0.0350957
tsk_243,tsk_243,-0.161411
tsk_244,tsk_244,-0.0350957
tsk_245,tsk_245,-0.0350957
tsk_246,tsk_246,-0.0138177
tsk_247,tsk_247,-0.0181346
tsk_248,tsk_248,-0.0588728
tsk_249,tsk_249,-0.0588728
tsk_250,tsk_250,0.0867451
tsk_251,tsk_251,-0.132746
tsk_252,tsk_252,-0.132746
tsk_253,tsk_253,0.0867451
tsk_254,tsk_254,0.0867451
tsk_255,tsk_255,-0.118051
tsk_256,tsk_256,0.0867451
tsk_257,tsk_257,-0.118051
tsk_258,tsk_258,-0.135982
tsk_259,tsk_259,-0.0212434
tsk_260,tsk_260,-0.0830227
tsk_261,tsk_261,0.0754636
tsk_262,tsk_262,-0.392808
tsk_263,tsk_263,0.156349
tsk_264,tsk_264,-0.038916
tsk_265,tsk_265,0.0588838
tsk_266,tsk_266,0.0878546
tsk_267,tsk_267,-0.301036
tsk_268,tsk_268,-0.0344569
tsk_269,tsk_269,-0.194086
tsk_270,tsk_270,0.102026
tsk_271,tsk_271,0.0435294
tsk_272,tsk_272,-0.00976748
tsk_273,tsk_273,-0.102537
tsk_274,tsk_274,-0.0912195
tsk_275,tsk_275,-0.102537
tsk_276,tsk_276,-0.102537
tsk_277,tsk_277,0.0771487
tsk_278,tsk_278,0.113014
tsk_279,tsk_279,0.27751
tsk_280,tsk_280,0.0106985
tsk_281,tsk_281,0.0397916
tsk_282,tsk_282,0.0397916
tsk_283,tsk_283,-0.115591
tsk_284,tsk_284,0.0106985
tsk_285,tsk_285,0.0213001
tsk_286,tsk_286,0.194111
tsk_287,tsk_287,-0.0611487
tsk_288,tsk_288,-0.0671507
tsk_289,tsk_289,-0.0178666
tsk_290,tsk_290,0.15091
tsk_291,tsk_291,0.0768435
tsk_292,tsk_292,0.0174308
tsk_293,tsk_293,0.0103174
tsk_294,tsk_294,0.27751
tsk_295,tsk_295,-0.425768
tsk_296,tsk_296,-0.282697
tsk_297,tsk_297,0.15091
tsk_298,tsk_298,0.0716819
tsk_299,tsk_299,0.27751
tsk_0,tsk_0,-0.0217382
tsk_1,tsk_1,0.112177
tsk_2,tsk_2,-0.0371789
tsk_3,tsk_3,0.0524792
tsk_4,tsk_4,0.048069
tsk_5,tsk_5,0.048069
tsk_6,tsk_6,-0.057761
tsk_7,tsk_7,0.152951
tsk_8,tsk_8,0.0408184
tsk_9,tsk_9,0.0408184
tsk_10,tsk_10,-0.0286217
tsk_11,tsk_11,-0.0126025
tsk_12,tsk_12,-0.255761
tsk_13,tsk_13,-0.289292
tsk_14,tsk_14,-0.200032
tsk_15,tsk_15,-0.114403
tsk_16,tsk_16,0.0608313
tsk_17,tsk_17,-0.0942771
tsk_18,tsk_18,-0.00419424
tsk_19,tsk_19,-0.0591804
tsk_20,tsk_20,-0.261926
tsk_21,tsk_21,-0.261926
tsk_22,tsk_22,-0.0486633
tsk_23,tsk_23,-0.0237038
tsk_24,tsk_24,0.0291782
tsk_25,tsk_25,0.23864
tsk_26,tsk_26,0.23864
tsk_27,tsk_27,-0.256746
tsk_28,tsk_28,-0.00290206
tsk_29,tsk_29,0.0731957
tsk_30,tsk_30,0.0592174
tsk_31,tsk_31,0.198877
tsk_32,tsk_32,0.276588
tsk_33,tsk_33,0.116177
tsk_34,tsk_34,0.116177
tsk_35,tsk_35,0.066805
tsk_36,tsk_36,-0.149338
tsk_37,tsk_37,-0.309194
tsk_38,tsk_38,0.115917
tsk_39,tsk_39,-0.249889
tsk_40,tsk_40,0.115917
tsk_41,tsk_41,0.10263
tsk_42,tsk_42,0.0485669
tsk_43,tsk_43,0.0987172
tsk_44,tsk_44,0.0946892
tsk_45,tsk_45,0.0485669
tsk_46,tsk_46,0.0485669
tsk_47,tsk_47,0.0485669
tsk_48,tsk_48,0.0429271
tsk_49,tsk_49,0.195798
tsk_50,tsk_50,0.195798
tsk_51,tsk_51,-0.057668
tsk_52,tsk_52,0.0363061
tsk_53,tsk_53,0.189228
tsk_54,tsk_54,-0.326821
tsk_55,tsk_55,0.00965257
tsk_56,tsk_56,0.0300064
tsk_57,tsk_57,-0.0542088
tsk_58,tsk_58,0.0300064
tsk_59,tsk_59,-0.0135584
tsk_60,tsk_60,-0.0197503
tsk_61,tsk_61,0.484424
tsk_62,tsk_62,0.130932
tsk_63,tsk_63,-0.0385181
tsk_64,tsk_64,-0.0112622
tsk_65,tsk_65,0.519038
tsk_66,tsk_66,0.484424
tsk_67,tsk_67,-0.0112622
tsk_68,tsk_68,-0.0909535
tsk_69,tsk_69,0.0300258
tsk_70,tsk_70,0.0300258
tsk_71,tsk_71,0.201678
tsk_72,tsk_72,0.0179527
tsk_73,tsk_73,-0.00486618
tsk_74,tsk_74,0.0983825
tsk_75,tsk_75,0.0395273
tsk_76,tsk_76,-0.0476423
tsk_77,tsk_77,0.113473
tsk_78,tsk_78,0.519038
tsk_79,tsk_79,0.0456994
tsk_80,tsk_80,0.0339145
tsk_81,tsk_81,0.350127
tsk_82,tsk_82,0.127984
tsk_83,tsk_83,-0.0310113
tsk_84,tsk_84,0.127984
tsk_85,tsk_85,-0.0337215
tsk_86,tsk_86,0.08948
tsk_87,tsk_87,0.12946
tsk_88,tsk_88,0.12946
tsk_89,tsk_89,0.128566
tsk_90,tsk_90,0.12946
tsk_91,tsk_91,0.127984
tsk_92,tsk_92,0.0917957
tsk_93,tsk_93,0.127984
tsk_94,tsk_94,0.0564697
tsk_95,tsk_95,0.126656
tsk_96,tsk_96,-0.0721408
tsk_97,tsk_97,0.299829
tsk_98,tsk_98,0.0662242
tsk_99,tsk_99,0.484424
tsk_200,tsk_200,0.0628464
tsk_201,tsk_201,-0.0489843
tsk_202,tsk_202,0.0461389
tsk_203,tsk_203,-0.212233
tsk_204,tsk_204,0.269855
tsk_205,tsk_205,0.299829
tsk_206,tsk_206,0.180933
tsk_207,tsk_207,0.17906
tsk_208,tsk_208,0.163256
tsk_209,tsk_209,0.210166
tsk_210,tsk_210,0.0922077
tsk_211,tsk_211,-0.101135
tsk_212,tsk_212,-0.0130503
tsk_213,tsk_213,0.0372717
tsk_214,tsk_214,0.0922077
tsk_215,tsk_215,0.0372717
tsk_216,tsk_216,0.0554217
tsk_217,tsk_217,-0.0941228
